Eh,Efe,Csy,Bt,Cc,Bp,Csc,Efm,Chy,Efs,Cha,Bf,Fp,Bu,Pd
0.1218,0.4782,0.0711,0.0787,0.0127,0.0202,0.0040,0.0000,0.0032,0.0000,0.0101,0.1260,0.0179,0.0246,0.0315
