,Leaf1,Leaf10,Leaf11,Leaf126,Leaf127,Leaf129,Leaf13,Leaf130,Leaf131,Leaf132,Leaf137,Leaf139,Leaf141,Leaf145,Leaf148,Leaf15,Leaf151,Leaf154,Leaf155,Leaf159,Leaf16,Leaf160,Leaf161,Leaf164,Leaf167,Leaf168,Leaf17,Leaf170,Leaf171,Leaf172,Leaf176,Leaf177,Leaf179,Leaf180,Leaf182,Leaf183,Leaf185,Leaf186,Leaf187,Leaf189,Leaf191,Leaf194,Leaf196,Leaf198,Leaf2,Leaf20,Leaf201,Leaf202,Leaf203,Leaf205,Leaf208,Leaf21,Leaf210,Leaf216,Leaf22,Leaf220,Leaf222,Leaf225,Leaf226,Leaf23,Leaf230,Leaf231,Leaf233,Leaf234,Leaf24,Leaf242,Leaf244,Leaf245,Leaf247,Leaf248,Leaf25,Leaf250,Leaf254,Leaf257,Leaf258,Leaf26,Leaf261,Leaf262,Leaf263,Leaf264,Leaf265,Leaf267,Leaf272,Leaf274,Leaf278,Leaf28,Leaf280,Leaf283,Leaf285,Leaf288,Leaf289,Leaf29,Leaf291,Leaf294,Leaf296,Leaf299,Leaf3,Leaf30,Leaf304,Leaf306,Leaf307,Leaf311,Leaf313,Leaf314,Leaf32,Leaf320,Leaf321,Leaf324,Leaf325,Leaf326,Leaf33,Leaf334,Leaf335,Leaf336,Leaf337,Leaf339,Leaf34,Leaf341,Leaf343,Leaf344,Leaf347,Leaf350,Leaf351,Leaf354,Leaf357,Leaf359,Leaf363,Leaf369,Leaf37,Leaf371,Leaf374,Leaf38,Leaf380,Leaf383,Leaf384,Leaf386,Leaf391,Leaf394,Leaf395,Leaf396,Leaf4,Leaf400,Leaf401,Leaf404,Leaf405,Leaf406,Leaf407,Leaf41,Leaf412,Leaf415,Leaf42,Leaf420,Leaf427,Leaf434,Leaf436,Leaf44,Leaf443,Leaf446,Leaf453,Leaf454,Leaf460,Leaf48,Leaf49,Leaf5,Leaf50,Leaf51,Leaf53,Leaf58,Leaf59,Leaf61,Leaf62,Leaf64,Leaf67,Leaf68,Leaf69,Leaf7,Leaf70,Leaf72,Leaf73,Leaf75,Leaf76,Leaf78,Leaf8,Leaf82,Leaf83,Leaf84,Leaf9,Leaf98
Leaf137,0.020585658,-1.165973614,0.021788634,-5,-5,0.204176276,-5,-0.544401592,-2.133508906,-4.125434818,NaN,0.067429771,-5,-2.513061623,-2.185419443,-2.350649284,-5,-5,-2.592547545,-5,-1.04007107,-0.942972809,-5,-5,-0.235595383,0.056260389,-2.18469568,-5,-5,0.016738977,-0.176626944,-1.743829002,0.016387853,-0.350547076,-0.431722921,-0.129715396,-5,-1.19489043,-5,-3.094954179,-5,0.060240264,0.032148304,0.05313373,0.093417558,0.116100931,-0.232689852,-0.882387035,0.009370896,-0.1042482,0.007229308,-1.937426397,-0.008069778,0.029730468,-1.175054232,-1.07378978,-0.276678369,-1.165973614,-1.306427573,0.022469949,0.145226415,-0.076216922,-0.276678369,-5,-1.2967837,-0.50290261,-0.361292213,-5,-0.527883855,-0.24294044,-0.437661557,-5,-5,-0.276678369,-1.165973614,-0.931989381,-5,-5,0.02610851,0.054096301,0.325319715,-2.910727981,-5,-5,-1.165973614,-0.097820238,0.037587946,-5,-0.588123403,-5,-0.16650343,-0.381691122,-0.086479449,-5,-0.265154036,-0.223760551,-5,-1.471023812,-0.035381559,-5,0.032255022,-3.512810426,-0.243689574,0.020680699,-1.17571241,-0.003670546,0.043064618,-5,-1.165973614,-5,0.108053722,-0.00376815,-0.068502095,-0.276678369,0.046533061,-0.043320476,-0.87338933,-3.716455555,0.052735932,-5,0.054340156,-5,-0.040436439,-1.574367603,0.018344052,-5,-0.428323402,0.004891253,-1.296980817,-5,-5,-5,-5,-5,-5,0.130148242,0.158340176,-0.337037692,-4.373479175,-3.98849146,-0.315144008,-0.000889081,-3.656713891,-5,-0.672758587,-0.893517071,-1.147168725,-5,-5,-5,-0.276678369,-5,-5,-1.827740446,-0.276678369,-3.506886729,-5,0.029556566,-0.663729991,-1.911664118,-2.298534422,0.37464412,-5,0.003896083,-0.425409286,-1.06969467,-1.871694817,-0.692465473,-1.877337294,-5,-1.863491348,-5,0.071478432,-2.064004121,0.145684878,-1.165973614,0.020680032,-5,-0.736596968,0.072799246,-4.509996154,-5,-0.418340686,-0.781592377,-2.275128584,-4.509996154,-0.538746094,-0.731321291
Leaf139,-5,-4.806751365,-1.651012835,2.077971904,-5,-5,-4.950968759,-0.555598464,-5,-5,-4.806160297,NaN,1.640452349,-2.148582205,-5,1.510428768,-2.026685758,1.181754713,-5,-4.816970693,0.362765186,-4.182259105,-5,1.183467256,-5,-5,1.341924276,-0.002739634,-5,1.067423937,0.075560739,-3.651153067,0.82524569,0.456651458,0.060160062,0.65459176,-5,0.961523894,-5,-4.71042593,-5,-2.565158403,-5,-5,-4.133917146,2.119060253,0.731683935,-4.719619208,-2.367246288,0.322479536,1.174794337,-0.633844794,0.115805167,-3.138568289,2.051176909,-0.333712548,-1.837363843,-4.350694145,1.236080491,2.102495097,-4.525463894,-5,-5,9.32E-14,2.048670644,0.319048094,-5,-0.165573757,-2.178510162,-2.702254073,0.090461375,-2.114607134,-2.331284531,-4.493755441,-2.592058498,-5,1.050015566,2.299784098,1.058948737,-0.150979141,1.856097955,1.668750563,-0.217453728,-5,-5,-4.134847827,-1.199635038,-1.540613724,-5,1.28066477,-4.336517786,-5,0.095894716,-5,-2.389173085,-1.221128315,-5,1.151031144,0.958926522,-4.807191711,-5,-5,1.399662061,-5,0.232800678,-5,-4.966339983,-4.493916205,-5,3.17E-14,1.996362573,-1.98910693,0.629002415,-5,0.562265316,-5,0.76159739,-5,-4.706778298,-5,0.67356638,-5,-1.416190379,0.976293963,0.734129276,-5,-5,-0.503460964,-4.632802374,-0.306265901,-5,0.407935454,0.389829681,-5,-4.766898203,-4.053398187,2.41732825,0.125762992,-5,-5,2.238932113,-0.059889765,-3.779433591,-5,-0.53828507,-1.379078475,-4.446710322,0.034337903,-0.382743741,-4.701285927,-4.796674061,-0.072098065,-5,-4.648726739,-0.607239017,-5,-2.13418387,-0.161310274,-4.315340799,-5,-4.784500356,-5,0.649036064,-5,1.051648875,0.656942919,-3.104048459,-5,-5,2.177675888,2.01080762,-5,2.016777024,-5,0.855222964,-2.773460985,-5,-5,1.696064726,-5,-5,-5,-1.06323216,0.624194732,-4.220241718,-5,-4.681335184,-2.994411812
Leaf141,-4.677505358,0.047361522,-0.003684246,-5,-3.187640797,-5,-5,-0.817343688,-2.380285875,-0.851089437,0.011911626,-0.832856736,NaN,-3.063238146,-0.251408511,-2.403232303,-0.864638824,-0.23266915,-3.026826698,-3.086028485,-1.093705523,-5,-3.321115025,-0.237757249,-3.858211611,0.057354931,-0.822295358,0.057213097,-2.638923582,-0.337839978,-0.170364581,-5,-0.003605498,-0.340751473,-1.498154899,-0.559078021,-5,0.031330689,-5,-1.75020916,-5,0.057355855,-5,0.027167276,-5,-0.262740546,-0.227676425,-3.886799978,-0.003607298,-0.928461468,-0.00360552,-2.216685603,-5,0.090751548,-1.231939555,-0.705732837,-1.347651931,-5,-1.366790836,-0.003650436,-1.171536286,-0.114362298,-4.127414099,-5,-1.356880448,-1.129462773,-2.331584041,-0.915638659,-1.17198423,-0.835679532,0.098656537,0.057356196,-0.932838532,0.206284361,-2.002198605,-0.983239569,-0.063752157,-5,-0.212448475,-0.029544956,0.286311963,-5,-0.927768852,-5,-2.461923211,-1.059786142,0.057354823,-0.772585548,-1.068348211,-5,-0.947561317,-1.092052087,-0.262740546,-5,-0.841521181,-0.800117099,-2.744867164,-1.536230142,-0.269077197,-2.713317174,-1.568751648,-3.773879528,-0.244530239,-4.613781991,-1.232614347,0.001616975,-2.466464935,-5,-1.294598816,-0.415219552,0.086768875,-0.884353338,-5,-3.837785685,0.037214831,-1.269251596,-0.019939902,-3.809521889,0.036990051,-5,-0.258036296,-5,-0.931414945,-1.669673817,0.027165996,-5,-1.254735234,0.011838359,0.057216996,-0.713688037,-5,-0.582220524,-1.202539055,-5,-0.713688037,0.072187361,0.098483575,-0.327829406,-4.278671939,-5,-0.262740546,-1.642438095,-2.494009076,-5,-1.085818992,-1.024113299,0.096572436,-5,-5,-5,0.095861344,-1.427999935,-5,-5,0.001616335,-5,-5,-5,-4.931820281,-1.998675757,-5,-5,-0.702016495,0.006722684,-0.163987563,-1.853056115,-2.261826068,-0.713688037,-5,-5,-0.003657827,-1.294233003,0.04732376,-2.424337532,0.139399594,-2.248433417,-1.993451593,-0.010503993,-0.775112305,0.057343453,-5,-5,-0.748023857,-0.879492055,0.219134284,-5,-0.420223421,-2.809885978
Leaf145,-1.176598282,0.597933905,0.518718911,0.597933905,-0.319479655,0.788875535,0.646110934,0.383054421,-1.230975105,-0.768105938,0.4992102,0.396168252,0.581886099,NaN,0.678918459,0.457623478,0.478323242,0.168044397,-4.748848335,-3.622770497,0.265035952,0.738318594,-3.904845236,0.168292329,-5,0.470761594,0.551754255,0.420879748,-1.031485101,0.137812163,0.404765351,-2.085532011,-3.047192185,-0.027958618,0.218363679,-5,-5,-0.018733773,-0.071655914,-0.189722549,-2.732864734,0.597933905,-0.048655012,0.597933905,0.539683512,0.597933905,0.087399897,0.457402421,0.046267434,0.095807435,0.597933905,-1.258386898,-5,0.412657119,0.521214177,0.257614173,0.554998232,-2.052092638,0.396306875,0.240902394,0.388876822,0.031368687,-0.758792648,-5,0.41189987,0.156273685,0.168945141,0.269880655,0.330108657,0.318828366,0.361323115,0.400042491,0.354825653,-3.846905096,0.422016686,-1.042457057,-0.003015544,0.597933905,-0.067987134,-5,0.597933905,0.597621415,0.230021813,0.597621415,-4.090797196,0.241323443,-5,0.266259554,0.446487806,0.580486731,0.330124576,-5,0.034303763,-5,0.311789934,0.245754462,-1.3220842,0.597933905,0.170977208,-1.841273105,0.401094013,0.453560197,0.347959803,-1.093722083,0.216075409,0.597933905,0.368347736,-2.371217984,0.072005882,0.240178294,0.597933905,-0.507882603,-5,-3.749179643,-2.159380069,-1.1236373,0.132780755,0.041666862,0.648309815,-2.321210685,0.124542318,0.2452552,-0.367880473,0.050332456,0.344741437,-5,-1.443806558,-5,0.597933905,0.400539886,-2.667446514,0.165958159,-5,-1.301694005,0.565043657,0.597621415,0.597621415,-0.256898108,-1.640235743,-2.819046562,-1.499319163,0.096654085,-0.734132829,-5,-0.258561797,0.197503323,0.080318739,-5,-5,-3.858623795,-0.734440304,0.255329818,-1.419322771,-1.900990874,0.266051902,0.328363836,0.597621415,-5,0.597621415,-1.27736705,-1.310315613,-3.167939163,0.151697355,-1.145602676,0.004303949,0.284949083,0.416334762,0.597933905,0.597621415,-5,0.597933905,0.474401763,0.597933905,0.41159911,0.597933905,0.196069435,-0.318983165,0.310839007,0.83773267,0.317607446,0.614975205,0.614975205,0.212232131,0.353206032,0.099320644,0.597933905,0.597933905,-1.478868427
Leaf148,-5,-5,0.113208598,-5,-5,-5,-5,0.21354609,-5,-3.480424199,0.105314188,-0.001961483,-1.754069982,-2.638399218,NaN,0.501744683,0.115218887,0.349497435,-2.091171718,-5,0.052635196,-5,-5,0.349484308,-1.444058285,-5,-2.585386154,-5,-5,-5,0.11744829,-0.124569065,-5,-0.136720026,0.088902283,-5,0.021797641,0.266716326,-5,0.115753473,-0.400224304,0.112008382,-5,0.148032002,0.131194879,0.153441734,-0.024037111,-2.82212701,-0.081736663,0.151685014,0.1674301,-5,-5,0.100212642,-5,0.250318807,0.091178963,-5,-5,0.077983824,0.0638939,0.013893851,-0.505498969,-5,-5,-0.10064019,0.014916485,-5,0.171381971,-5,0.043799543,0.075512763,0.15573212,-5,-1.458098275,-0.73138052,0.437842955,-5,0.31944026,0.153686425,-5,-5,-0.198175459,-5,-5,-0.197468052,0.060155623,-5,-0.088635764,-5,-0.616335391,0.152288133,0.113319661,0.040861235,-0.029264208,-0.007344053,-1.344575939,-5,0.320496155,-5,0.19493775,-1.896424885,0.112191533,-5,-0.157003081,0.077605593,-2.88376402,-5,-1.284453127,0.274812929,-5,-0.308493532,-5,-5,0.131382256,-0.972479704,0.291992354,-3.780296159,-3.182522386,-5,0.133867384,-5,-0.124213689,-0.975873461,0.099721669,-5,-1.055409935,0.079610322,-4.952266715,0.238908475,-5,-0.020817696,0.181177973,-5,-5,-0.343555102,0.379904966,0.038391252,-5,-5,-0.318764605,-0.137416249,-5,-5,-0.820720693,-0.038257404,0.156109941,-0.020047417,-0.01558638,-5,-0.019683445,-5,-5,-5,0.039777414,-4.820641364,-5,0.036750227,-5,-5,-5,-5,-0.072493832,0.114699839,0.327635336,0.231362368,0.244739954,0.424947744,-5,-5,-4.724730955,0.10948603,-5,-0.652108997,0.155713782,0.157042726,-5,0.406872904,-5,-3.780471628,-5,-5,0.333331501,0.160026721,-1.433340032,-5,0.024189999,0.285730862
Leaf15,1.865403813,2.079747777,2.260968353,-2.43513307,-2.364869813,-5,1.627812468,0.049762495,-2.178127517,-3.520930111,2.171300185,-3.476739938,2.166641304,-1.80528736,-1.961409907,NaN,1.280205947,-5,-4.942513953,1.319768514,0.218182735,0.928466658,1.832853568,-5,-4.995916131,-2.359746321,1.768842072,-1.942157231,1.905773851,0.714299189,0.643754824,1.385864287,1.751619841,-0.226450319,-1.780707664,-1.106722681,0.120533778,0.844688207,-5,-2.655303412,1.619119546,-2.231963958,0.091965917,2.077971752,1.105359572,1.329245978,-0.025382032,-4.966595839,-2.608477392,1.400500356,2.078878913,-4.66553761,-1.210945794,-2.214297458,1.329245978,-1.585108729,0.703874702,1.807713384,1.772418963,2.167622614,-3.540925476,0.038602589,1.136375008,-0.295521103,1.772418975,1.399883051,-3.147631029,-1.327149191,1.085459288,-2.842007434,-1.248211054,-1.166642402,-1.454301153,1.826643639,1.685707227,-0.344945324,-0.098491059,-4.832136207,-2.586779952,0.028958413,1.873130716,-2.825853156,1.18499102,-3.223556588,1.964644528,-4.146086418,-1.440701026,-2.702196958,1.441376404,2.015436292,-3.249890602,2.088783411,1.206201909,0.155201059,-2.349003118,-0.108332019,-0.259289309,1.329245978,0.759254542,2.152558993,0.668907516,-4.693899869,1.56037821,1.872019596,0.239207265,-0.059491587,-4.787223587,-3.83107437,-3.896597442,-0.169977599,1.967631122,-0.376466329,0.145229839,1.719434341,1.982771441,1.794286064,-0.217889213,-4.181402051,-3.277803274,-3.37158011,-0.080464656,0.179635618,0.940863389,-5,1.761402845,-5,-2.22674736,-2.765059082,2.05007067,-3.958994005,1.479556858,0.170449285,-1.327149191,1.556525949,2.01486059,2.093975159,2.096431925,1.228507011,-2.436944205,1.792620119,1.329245978,-2.954926327,1.835700972,-5,0.819539385,-2.383395364,1.659132425,-5,-0.61540424,1.77222433,1.618536686,-2.381539695,1.659360907,1.862985817,-1.644124912,2.016656773,2.041146415,-2.323827807,2.097012672,1.251968196,1.531235697,-2.046705152,0.059627415,1.485106729,-3.445112737,0.248399742,-4.623136059,1.307087918,-2.608742318,-2.814451124,2.101515958,-2.135114096,2.007358344,-3.516094126,1.905138339,1.316823214,-3.573246664,0.057255242,1.329245978,-4.189836714,-4.271026789,-2.923721151,-4.940638371,0.045656784,0.956101342,-2.652141504,2.184438645,-5
Leaf151,-5,-5,0.864531204,1.053930391,-5,1.035074777,-5,-0.418041987,-5,-5,-5,-0.031810826,0.24810184,-3.003554299,-5,-2.311270418,NaN,0.009444206,-3.203553964,-5,-0.256451231,-5,-5,0.010207131,-3.070299599,-1.934022745,0.465786825,-4.158495868,-5,-0.030191304,0.091933385,-5,0.741691125,-0.22336083,-2.690886724,0.07917971,-0.028108749,0.006287258,-5,-5,-5,-5,-0.03833,-5,-1.81353944,0.776096911,-0.069552695,-2.314388276,-1.761650354,-0.279333625,-5,-5,-0.223807002,-1.196179569,0.875538564,-2.124192671,-2.325380664,-5,0.447065321,0.700654488,-1.576403226,-0.009736652,-5,-0.057181225,0.908061369,-0.282850484,-1.550639742,-0.928148291,-1.194629695,-0.08003646,-0.118621246,-5,-1.338158215,-5,-2.198340332,-5,-0.046749191,0.90530861,-0.025657994,-0.085278877,0.940776479,0.667147304,-0.928442852,-5,-5,-1.89833132,-1.564043281,-0.158770824,-2.934445234,0.479628855,-3.004380734,-5,-0.312229845,-5,-0.384060955,-0.05159425,-4.898378608,0.327411181,-0.038245799,-5,-5,-3.116158309,-0.04035738,-5,-2.085305287,-5,-2.889743392,-5,-1.809365665,-5,0.770040204,-1.334812884,-0.095704666,-5,-0.229383991,-5,-5,-3.185368573,-5,-3.552421949,-0.102936773,-0.081462653,-0.090429451,-0.777596201,-2.691002708,-5,-5,-0.001632162,-5,-3.692234816,-5,-5,-0.144583063,-5,-5,0.704482011,1.05582163,-0.149676796,-5,-3.497963953,0.961289978,-0.145977579,-3.388406466,-5,-0.77790978,-0.59103177,-5,-0.054808005,-1.112661687,-5,-5,-2.848489933,-5,-5,-1.760507587,-5,0.302518,-1.243010253,-5,-5,-5,-5,-5,-5,0.070038404,-0.101905661,-5,-5,-5,0.954326851,0.750419191,-2.504560682,0.728626099,-2.272529633,-0.010812765,-2.281556051,-3.152716946,-5,0.544877741,-3.112155463,-5,-5,-1.296161855,-1.693369058,-5,-5,-5,-3.597616735
Leaf154,-4.054186073,-5,3.222091236,3.139110905,-2.721147978,3.42096418,-0.990680008,0.40979863,-5,-5,-5,-2.342892711,1.595081492,-1.248614753,-0.156436096,-5,-4.11163258,NaN,-5,-4.053245973,0.045071131,2.507832368,-5,-4.959713432,-2.581929057,-2.088240862,3.019579048,-3.476726927,-3.427629989,-4.219462104,-5,-5,-1.76948988,-0.139122885,-0.468567019,-5,-0.539654573,-3.859568034,-5,-4.116759813,-5,-3.58479824,-0.080820197,-3.763880337,-5,3.282235368,0.04602371,-1.410664867,-0.779408361,-1.711160284,-5,3.481548618,-3.273768503,-5,3.520859731,-1.792794737,-5,-5,3.24165826,2.99215848,-5,-1.267086412,-5,-3.810670059,3.420649771,-5,-1.614977038,-3.319506015,-2.68516873,-4.061897289,-2.042357285,-3.439589845,-4.120287416,-5,-5,-1.1035229,-5,3.046576049,-3.528144091,-3.007103108,-0.901125139,2.507832368,-5,2.507832368,-4.203703424,-5,-1.766815961,-3.466367513,-2.828211385,1.88396454,-5,-5,-3.081985441,-2.2228535,-5,-4.120287416,-2.821144368,3.310778808,-5,-5,-5,-5,0.050633261,-4.201035458,-0.022894834,-5,-5,-5,-5,-5,2.938301898,-4.174312659,-3.835915928,-4.713713041,1.041005604,-3.449040154,-0.766822677,-0.774888715,-3.420363912,-5,-5,-1.200527337,-4.481447003,-5,-5,-5,-3.286921011,-2.794109001,-2.190894039,-2.469028173,-5,0.247471942,-5,-4.174729224,-4.277993435,-4.315223739,-4.173082655,-0.364580697,-3.788023125,-2.505174623,3.499905837,-5,-5,-5,-0.341243318,-2.985034477,-3.097938849,-1.48364632,-1.80945713,-4.367455971,-3.228467621,-4.344439096,-5,-5,-1.64301261,-4.181349659,2.756454163,-2.069969791,-5,-5,-5,2.268301255,-3.475040001,-3.088351,-5,-2.061891438,-5,-2.293406851,-5,2.748035791,3.107099181,-5,2.803262143,-1.080248437,1.501102012,-2.92361016,-0.528833336,-0.372969762,2.987678504,-1.21943385,2.507832368,2.507832368,-5,-5,-0.413905742,2.507832368,-3.58479824,-2.380977424
Leaf155,0.395994618,0.425512024,0.547251313,0.6463098,-0.784095373,0.631992195,0.560059174,0.078332302,-0.51946173,-0.82680137,0.37403958,-5,0.42440598,0.250852567,0.44095763,0.212330398,0.197452775,-5,NaN,0.173742393,0.269744116,0.216595008,0.498022936,0.03988464,-0.148682085,0.211698351,0.560680894,0.047266625,0.440719613,-5,0.494854566,-1.316013961,0.440151858,-0.464180364,-0.023555649,0.074487983,-5,0.194570387,-5,-1.666699072,-1.655819386,0.580598125,-5,0.504115193,0.29210733,0.534016988,-0.068974208,0.267815865,0.157570415,0.210201496,0.429423237,0.508105738,0.026355112,0.04594514,0.547888295,0.190204913,0.458527167,0.496192554,0.604140275,0.520595155,0.258332536,-5,0.4252577,-5,0.544226578,0.210611174,0.066888764,0.234969394,0.197562675,0.022685813,-5,0.375929808,-5,0.554902183,0.269682515,-1.254283755,0.090728464,0.561341351,-5,0.160521354,0.668991791,0.46327507,0.23945853,0.467343937,0.446839467,0.210184508,0.157742971,-5,0.507646462,0.481222675,0.220781393,0.528417599,0.207755426,0.009362973,0.105222336,0.016198379,-1.147986595,0.506359107,0.104749078,0.134049428,0.133129814,0.039009471,0.446748759,0.246074359,0.235857924,0.306616221,-0.290944825,-1.147986595,0.21238743,0.162067616,0.559562218,-0.122146323,-5,-1.296962681,0.493902954,0.251884927,0.093416279,0.226416155,0.403503237,-5,0.028306915,-0.06369662,0.057301326,-5,0.43959876,-5,-1.409554351,0.171928126,0.538727098,0.17804434,0.122059468,-0.034307306,0.107566625,-1.084722687,-1.750052943,-1.920786696,0.506431671,-0.206141685,-1.147986595,0.555858678,0.562265681,-0.040138352,0.462466292,-5,-0.76093003,-5,0.134049428,-0.082005792,0.13181337,0.479117336,0.176125672,0.134049428,0.454206829,0.563482791,0.130556452,0.232424966,0.554639767,0.157101256,0.102048845,0.428321106,0.522473956,0.500505158,-5,0.477256192,-0.078706563,0.050118481,-0.247767412,0.338372371,-1.074172327,0.134049428,0.507431972,-2.344426698,0.504656222,0.165139921,0.526571291,0.222833233,0.00808555,-0.019132791,0.643360033,0.134049428,0.508145287,0.555639037,-5,0.160317553,-3.682614484,0.668093844,0.529999838,0.222887926
Leaf159,-5,-0.066305827,0.061362891,0.348711701,-0.038927136,-0.955601073,-3.920263685,-5,0.049574513,-0.066305827,0.182037512,0.078433448,0.081199369,0.213033204,-5,-0.361113623,-5,0.102465846,-1.624589137,NaN,0.181486281,-0.955601073,-5,-5,-1.494416233,-5,-0.066305827,-5,-5,-5,0.148639606,-4.330158062,0.073135098,-0.18160102,-0.451175112,-5,-5,-0.417680565,-0.089564716,0.178353247,-0.955601073,-0.066305827,-5,-5,-5,0.123684981,-0.115064447,-0.047617873,-0.028485308,-0.066305827,-5,-0.179306666,-0.020022208,-5,0.121012244,0.111289773,-5,-0.955601073,-0.066305827,0.060841277,0.04696748,0.034633291,-0.066305827,0.009358096,0.058821884,-0.066305827,0.012463765,-5,-5,-0.031586394,0.095083769,-5,0.081485281,-0.446077827,0.010577008,-0.057368938,0.150544695,-0.115102752,-5,0.068114077,0.470669187,-0.066305827,-5,-0.955601073,-0.204737773,-0.07906317,0.068911448,-5,-5,-5,-0.162977314,-0.066305827,-0.137539487,-5,-5,0.046440808,-0.066305827,-0.066305827,0.078697715,-0.331070032,-5,-1.49492274,-0.063083922,0.122624747,0.084686255,0.051738702,0.110153352,-5,-0.955601073,-5,-5,-5,-5,-0.066305827,0.266860695,-0.066305827,0.106506752,-0.446077827,-0.066305827,-0.161930823,0.174131079,-0.095867551,-0.031476376,-0.847203119,-5,-5,-0.097968213,0.001219594,-0.066305827,-5,-0.398802003,-5,0.082015356,-5,-2.541186917,0.24701024,0.335981372,-0.142101571,-0.008561373,-3.657764707,0.164855911,-0.048517379,-3.254162637,-5,-1.066779081,0.064261877,-0.066305827,-0.064876212,-5,-5,0.053156596,-5,-0.955601073,-5,-0.066305827,-5,-0.17299283,-5,-0.066305827,-0.624176033,-0.955601073,-0.955601073,-5,-5,0.232284708,-5,-0.125364642,-0.007644449,-0.955601073,-0.066305827,-5,-5,0.117856049,-0.580521045,0.349794366,0.035251788,-5,0.089388977,-0.475754937,0.273186151,-0.955601073,-0.955601073,-0.112792691,-5,-5,-0.955601073,-0.066305827,-0.955601073
Leaf16,-5,-0.791787092,0.621395604,-5,-5,-5,-5,-0.368018172,-5,-4.504074614,0.481684051,-0.544971168,0.48168405,-3.012621331,-2.321042267,0.001837915,-0.826906841,0.362071253,-4.122680185,-5,NaN,-5,-5,0.359827167,-4.128076443,-0.481159165,-0.791787092,-2.964344075,-5,0.309368029,-0.928543486,0.611133799,0.481684051,-0.180506759,-2.083882884,-5,-5,0.285622151,-0.227829139,-3.279245554,-0.050872624,-3.534146641,0.126731805,0.481684051,-0.985455849,-5,-0.125483876,-5,-1.978069717,0.061182777,0.44362642,-2.716779427,-5,-0.877800799,-5,-0.020649028,-0.995355161,-5,-5,0.481684051,-3.075883364,0.126117039,-4.761224896,-5,-5,-0.082066564,-3.022939491,-0.325216431,-2.360470171,-0.764853962,-0.263010223,-3.483526777,-0.76809325,0.356572528,0.047524575,0.134821356,-5,-5,-5,-5,0.481684051,-5,-2.416081372,-5,-5,-5,-5,-0.234440042,-0.369152251,-5,-5,0.271555722,-0.010056824,0.10947066,-0.835516954,-0.803177178,-4.501930937,-5,0.391965405,-5,-0.944024245,-4.085377095,0.204513198,-5,-0.503136155,-1.257328539,-4.237207355,-5,-5,0.373293754,0.481684051,-1.09617413,-5,-5,0.581278621,-0.476451996,0.164310023,-5,0.625555911,-1.824755676,0.177908696,0.093447949,-0.420816313,0.256681689,0.339522866,-5,-0.367411146,0.212695714,-0.435541614,-0.593831679,-5,0.034780141,-5,-5,-5,0.433980738,0.970967063,-0.177471644,-5,-5,-2.157508184,-0.400246237,-3.89507581,-5,-0.802957515,-0.948650608,0.125981086,-5,-5,-5,0.210048917,-0.937963219,-5,-5,-2.581510284,-5,-5,0.028220373,-5,-5,-5,-5,0.194878911,0.485612199,0.064459977,0.027133442,-2.276764593,-2.585705223,-5,-5,-0.791787092,-3.684193892,0.481684051,-5,0.481684051,-0.017475992,-3.639821511,0.23122418,-5,-0.758553166,-5,-5,-0.443913293,-2.2126478,0.850453442,-5,0.574412555,-3.283406297
Leaf160,0.308626005,0.832760942,-5,0.949604993,-2.428062907,0.632979618,-5,0.327991826,-1.782948626,-5,0.308626004,0.746007586,1.183089095,-2.812374347,1.139824292,0.308626005,1.06855674,0.527854819,-0.711389611,0.270131471,0.999224426,NaN,-2.746556342,0.527854819,-2.84809882,0.521618181,0.127141151,0.984017973,1.017434272,1.149734146,0.308626005,1.022538215,0.235450851,0.071589318,0.246064728,0.308626005,0.576875653,0.52809366,-5,1.121354154,0.308626008,1.025771619,-5,0.956797539,0.554339499,0.965291466,0.631501684,1.228475827,0.994362363,0.964629845,0.965243837,0.966860145,-5,0.860310347,0.965812944,-5,0.278770747,-0.310633192,0.024517536,0.965285464,1.007801103,0.987022495,0.308626005,0.926908582,0.14486265,0.964537216,0.269555004,0.308626005,0.308626005,-1.374568561,0.974039448,0.993146566,0.882739874,-5,-1.952876098,0.173099954,0.308626005,0.308626005,1.233315803,0.363898852,0.658876672,-0.824359595,0.326348987,-1.16126304,1.199841123,0.953069095,0.495289102,0.346959219,0.308626005,1.113943507,0.22076379,0.999121056,0.308626005,0.381127803,0.308626005,-1.302676706,0.603174282,0.127522266,0.308626005,-4.329832399,-1.53720657,1.216435497,0.607203911,1.085429562,0.989087436,0.353864171,0.412864019,-5,1.020781953,0.600496934,0.598163777,0.951446567,0.925505839,1.041280063,-5,0.145686986,1.113980595,0.308626005,0.155157588,-0.567963466,1.125705375,-0.011267346,0.313297723,0.770847973,0.521937226,-5,0.88332932,0.97635874,0.593632249,0.674893855,0.308626005,-5,0.843261667,0.992960771,1.184650503,1.195663163,-5,0.599939119,0.160186798,0.199364488,0.476250879,0.011611109,0.308626005,-5,0.308626006,-1.298099735,0.96424124,-5,0.914426621,0.459834197,0.960735288,1.13550703,0.308626005,0.889957926,0.250295205,1.151651901,0.308626005,0.18195363,1.210420128,0.308626005,0.986581784,-0.619512404,-0.465384015,0.971870815,0.960218295,0.063816584,1.049461836,0.58802715,0.862983871,-5,0.952853255,0.428868967,0.964238035,-1.699524782,1.152607641,0.631463035,0.14562498,1.262489704,0.308626005,0.329118705,-1.790556616,-1.771220717,0.308626005,1.024967574,0.587954653,-1.933277761,0.964751158,1.036059008
