"","B[1,1]","B[2,1]","B[3,1]","B[4,1]","B[5,1]","B[6,1]","B[7,1]","B[1,2]","B[2,2]","B[3,2]","B[4,2]","B[5,2]","B[6,2]","B[7,2]","B[1,3]","B[2,3]","B[3,3]","B[4,3]","B[5,3]","B[6,3]","B[7,3]","B[1,4]","B[2,4]","B[3,4]","B[4,4]","B[5,4]","B[6,4]","B[7,4]","B[1,5]","B[2,5]","B[3,5]","B[4,5]","B[5,5]","B[6,5]","B[7,5]","B[1,6]","B[2,6]","B[3,6]","B[4,6]","B[5,6]","B[6,6]","B[7,6]","B[1,7]","B[2,7]","B[3,7]","B[4,7]","B[5,7]","B[6,7]","B[7,7]"
"11",-0.355396393559993,-0.196113287578398,0.00572673043256631,0.283152262443453,-0.0286952043539863,-0.273460147066153,-0.294744044667005,0.294729512095373,-1.96182721947733,-0.477425825551658,0.128702050474285,-0.253971042604186,0.203185828991446,0.373934751885185,0.0616978549284616,-0.169718141138419,-2.47279207315661,-0.687954012518628,-0.16171001123263,-0.054218069853553,-0.0815004835287867,-0.150047648384909,-0.14129266840179,0.0964998670454648,-0.599182418996116,-0.231427579215746,-0.0885612056170041,-0.0908469252053162,-0.374470794901179,-0.377993531525094,-0.368455002603725,0.12212261498681,-0.553322788826412,-0.304260629620124,-0.271570709517004,-0.47195816597653,0.17192583146053,-0.0295555662639566,0.58388530439771,-0.0405251322173966,-1.05269755520576,-0.498528000136541,0.582434789577214,-0.129106875239898,0.0624673898014056,0.606769141631598,-0.0308283351668906,-0.234498442827121,-1.04934440424696
"12",-0.366937811388025,-0.201075159420853,-0.00710096060874551,0.293514768389795,-0.0637963940664047,-0.259555177186028,-0.270236953854855,0.260700674103572,-2.31614728693331,-0.454239851701274,0.112359853974542,-0.450045842654403,0.107149081151762,0.193427693327902,0.20965254340346,-0.0663086022850404,-2.70137558124903,-0.962489873576008,-0.176312785302336,0.174065612157936,-0.10661495871914,-0.167912195040753,-0.141826118998941,0.12711031468756,-0.628086598827427,-0.236871488163648,-0.0502959977402122,-0.0873476010442994,-0.381294527468041,-0.350877933523793,-0.35284073234486,0.223152828405974,-0.546730889419398,-0.239257167758549,-0.213649034929419,-0.3168598779572,0.443392559400276,0.0938814427142819,0.728435698087157,0.183622375364747,-1.32650310282851,-0.486682719426721,0.917978745941056,-0.0702606649979229,0.100092826803698,0.794759926772549,0.0334702425524244,-0.108518431049114,-1.24744318519272
"13",-0.389035099414263,-0.212947884771,0.0051787801161095,0.27407124208677,-0.00347941042967596,-0.269603004179239,-0.285231935837342,0.420093217221729,-1.89520604219499,-0.325032642734967,0.0466999255388788,-0.211459671986741,0.210017743215381,0.189253395298635,0.147117588970997,-0.193249327183274,-2.63664923127721,-0.938298954357666,-0.0764608254256875,0.0903743833298984,-0.108858808574554,-0.173041669683362,-0.143471425801317,0.154628039316124,-0.59680527869168,-0.245749214100006,-0.0648448420027367,-0.0963598137117835,-0.398873577228022,-0.372437487611652,-0.361308160557146,0.167297883017171,-0.567018916765365,-0.297150282828905,-0.268324220887682,-0.219506565862497,0.126749580378738,0.0227662675588494,0.598336179176863,-0.00709735343079537,-1.12525086593407,-0.467603635761944,1.08971920532609,-0.0885405677141147,0.148846130611814,0.543892870259816,-0.043383812577647,-0.24681807494156,-1.10271343643319
"14",-0.363075074080817,-0.217085737953839,-0.0323665098011586,0.33929002261867,-0.104777465995433,-0.274762342059347,-0.282995299621418,0.185938750013139,-2.00295585433268,-0.462139565634564,0.233381321999906,-0.483172842561361,-0.0310582013736903,0.170043279338879,0.136418501047592,-0.0987177835111215,-2.34397372637948,-1.03802826901057,-0.0419672898645743,0.133657926693882,-0.105317850554865,-0.154485460606199,-0.148505747520347,0.104279805405367,-0.625755564050002,-0.201920913623604,-0.0958332181367253,-0.107611706723278,-0.434446302567653,-0.4053024635352,-0.36733743462946,0.219544942300666,-0.558680811578677,-0.35122114754205,-0.258817236277472,-0.278362697503775,0.237795244244012,-0.0480312574345067,0.702646346103582,-0.0257581339229356,-0.986999118351452,-0.40079241903,0.572933898361529,-0.019861279431559,0.0173774104873467,0.679665551357771,-0.0548424217927399,-0.109859983758831,-1.12215034099428
"15",-0.365969547130749,-0.198191838502304,-0.00984676142496693,0.283663511051756,-0.0399144301896373,-0.269563473064912,-0.292269896771744,0.591242068229489,-1.95666360361819,-0.504215889074621,-0.0930509260702581,-0.181799072646781,0.151769073328342,0.422289337335186,0.00557245878670585,-0.159307571425266,-2.52302571896359,-0.841605893369021,0.0612924161111594,0.021024542001162,-0.12915208752229,-0.182352453534303,-0.153691361833414,0.115216498170221,-0.595072964534209,-0.253564394851584,-0.112700383641986,-0.108798185888062,-0.384480404833444,-0.375586101908077,-0.358924445587559,0.0530030770140641,-0.604747362759925,-0.287354780811167,-0.203293711862839,-0.306285823795847,0.131429006231275,-0.0169913281294192,0.70492094544605,0.135547216880552,-1.03249614468496,-0.477363239364818,0.753359676413342,-0.1006198866537,0.0944810407442086,0.60541175579817,0.13760356439285,-0.175482516803804,-1.15075118729488
"16",-0.368398947314418,-0.187323342221487,-0.0285677051579989,0.371911360444561,-0.0534908972315914,-0.253527377642063,-0.255674981856066,0.295888463861081,-2.15663831971921,-0.571989671577204,-0.036027207427852,-0.659633034555034,0.0222594434559521,0.0708368620559679,0.196609396474902,-0.104960428586481,-2.42767095872955,-0.698601287361779,0.111681080303907,-0.00209014033196556,-0.163378256121603,-0.184202588951281,-0.140794328580944,0.125192329716353,-0.661309927557149,-0.228046121053923,-0.0963621838763945,-0.101276329182765,-0.395936137865159,-0.363168803268409,-0.351484387090912,0.256647953261483,-0.554347859473608,-0.293312858176401,-0.261997698577137,-0.134799579589079,0.254688340828404,0.0146910983813527,0.676367994950476,0.125616568299757,-0.943371400810195,-0.518411184166787,1.19593603091547,-0.0776383202733073,0.0704890876938531,0.767574941574435,0.101543282469281,-0.301847265398006,-0.934128583373486
"17",-0.339729897050147,-0.186789096336327,-0.0616519583534399,0.274563745115486,-0.0519019525089315,-0.250914515667521,-0.261035689014487,0.360425223771052,-1.99360388470057,-0.639651504379005,0.0806909659918683,-0.479865936846319,0.155208579905355,0.385488713801804,0.115380498836223,-0.163239996957933,-2.21236942049654,-0.847815800985313,-0.193057389916605,0.0742443744578392,-0.134270254341736,-0.189051956542948,-0.150331899479195,0.0954526483686888,-0.588583670780807,-0.23865901840249,-0.0704709198033056,-0.103698507080463,-0.414746892154182,-0.382535106830556,-0.370780160240982,0.0827081920133711,-0.555680149903694,-0.314664320854757,-0.259395113513212,-0.282625381086542,0.168739094885541,-0.0147005959767553,0.669371369839364,-0.0074616079517765,-1.17649079628969,-0.483446044304729,0.7376937967892,-0.086129607548336,-0.0143193564216101,0.624929008884746,0.01665833325849,-0.0784936995738927,-1.07406619772094
"18",-0.34096657596822,-0.209270647683243,-0.0206767538863281,0.262853281023132,-0.075465205780137,-0.250779675275367,-0.261585552436714,0.349225151495475,-1.890643296303,-0.425205601315308,0.152316196549214,-0.388529778707882,0.217363861390704,0.24955577813745,0.0452419231409572,-0.00393770732134098,-2.46341547564119,-0.791938033854584,0.0193902706117189,-0.0199185912135552,-0.159549134462345,-0.182668833261045,-0.14906767011709,0.148227873232349,-0.591292017911559,-0.22762886618224,-0.0522135688929743,-0.0993059768252863,-0.418214100134446,-0.385235971559968,-0.36627899351755,0.0729496867093002,-0.561161934874408,-0.303199464626906,-0.2479764841661,-0.241561006580465,0.0935435095205223,-0.0331914357892288,0.51449535233891,-0.029594483709919,-1.10235832302572,-0.457239986593009,0.772883666710052,-0.134824181897577,0.0789502164907663,0.637310755352656,-0.0220263385466772,-0.236841577137338,-1.09313186468024
"19",-0.361308415398693,-0.191670172438651,0.0258955989440309,0.404810485197947,-0.011833651983623,-0.252047180723704,-0.27127047107473,0.267252373911061,-2.156081797086,-0.543194961372787,0.0592918455034299,-0.468704792231469,0.0621625403863156,0.108211756924912,0.0231206735112508,-0.0739939003266865,-2.53598168919667,-0.868810871317218,-0.101585316955916,-0.0536565796428043,-0.190339221489276,-0.171390102750685,-0.148177792844486,0.130691217048612,-0.63865954312683,-0.236783440466986,-0.0611378311816113,-0.0996267272752357,-0.379443610546079,-0.371218738393541,-0.366631136711279,0.0858321193592071,-0.585436816415811,-0.277226755763584,-0.23459870149861,-0.300260603349272,0.377611733032061,0.0290879269002011,0.828704229751176,0.178687193525368,-1.1687152918755,-0.464354420728785,0.785433414332768,-0.0900641436571309,-0.00147852337102391,0.664739041132216,0.024027453545782,-0.109597979271474,-1.08854763649352
"20",-0.338189170209381,-0.190314105621878,-0.0090569675388212,0.352404356732701,-0.0544740785086782,-0.247583014825971,-0.2615502302163,0.461527648323189,-1.82740069562689,-0.441091546912331,-0.0208159357062342,-0.22443062677996,0.379058882641367,0.382402348953395,0.0820247085064428,-0.0862470403334545,-2.51522647163117,-0.988752978476153,-0.091847928083112,0.0356165561111133,-0.151233600384013,-0.168077801329957,-0.140674517498932,0.131160809765331,-0.579284124914913,-0.217040844028271,-0.0578836199522161,-0.0999451906056011,-0.392911776912127,-0.378558947415328,-0.340675118527959,0.199493036581505,-0.540363738353534,-0.282023499641104,-0.234052734004661,-0.2834635055458,0.167228128584139,0.0209875615796487,0.526027566951996,-0.0304891595334385,-1.13605360620005,-0.383887462574057,0.712376335466449,-0.102945322270677,0.0244490330987998,0.728001034337644,0.0020325470609513,-0.193871801613268,-1.16554804625444
"21",-0.349059009169185,-0.197111471195664,-0.010805387369894,0.218677982259606,-0.0820584078743436,-0.247194299753048,-0.265993409189584,0.223720100796563,-1.89801830750023,-0.602891770922864,-0.123515118288374,-0.550511680136292,-0.0325786378203912,0.108029028160785,-0.030863916847091,-0.172244546387957,-2.49394509560501,-0.956162176485078,-0.203411558607234,0.147616351027903,-0.160394035159627,-0.178817138722376,-0.146781589656559,0.130505809644771,-0.560226710693963,-0.218103991395607,-0.0638155480064978,-0.102555645904316,-0.391649904211631,-0.375326341151433,-0.343507787942419,0.139694149503365,-0.519754255228895,-0.303258024985841,-0.241622099550224,-0.212668779266671,0.136311474216762,0.00607874930774043,0.69733644415806,0.00855566943071669,-1.10498325049051,-0.415470930105094,0.898736728186378,-0.0446706138525238,0.0102209772575524,0.577041720995313,-0.000529691790402813,-0.00921344777739589,-1.07427474460635
"22",-0.360911834304191,-0.219162760281341,-0.0337469855191244,0.319914608327766,-0.0581084204635619,-0.249208707052539,-0.277593837358203,0.429116841910469,-1.86816890333843,-0.334855187786395,0.0352472834915191,-0.113473975130382,0.169782450725241,0.429463084702883,0.0512128226134012,-0.0563429009642725,-2.37629574561712,-0.779498720226785,0.00912124952384414,-0.0542053222954042,-0.0917307620285458,-0.181782251606628,-0.144752654507303,0.139568787577123,-0.577781903544357,-0.232911446882872,-0.0682829695777231,-0.119255084939902,-0.417938325223796,-0.380235582833294,-0.355178965004027,0.0998107311581249,-0.570553572614032,-0.317569433652107,-0.251730342850878,-0.217823305774159,0.172125125013219,-0.085570571691416,0.50898531712664,0.0134515624587522,-1.09211240029659,-0.370394903798172,0.62610987714319,-0.100839182533645,0.0667648699488248,0.51229278810118,-0.0216738763131213,-0.212674422996129,-1.13215019567112
"23",-0.367201825271923,-0.194346658852335,-0.019867217921206,0.300254687529308,-0.0477813789138083,-0.279641196009222,-0.294608127047256,0.789533310453635,-2.11611976926769,-0.481502152606752,-0.345995946748636,-0.332990687953238,0.356352680705655,0.616712342117968,0.0179566628620579,-0.0710984485557503,-2.52654059726384,-0.824593599553357,-0.254445035567162,0.111139580935641,-0.118797625665631,-0.174816295027345,-0.143378619815277,0.140358341511951,-0.539503845853447,-0.23413187285669,-0.0849806221291442,-0.106740573662624,-0.370910219543671,-0.372492394907404,-0.35491294748046,0.0528708340158651,-0.535245647879371,-0.280765397141592,-0.21067290654406,-0.379389833363924,0.237244143866581,0.0472167986285854,0.576362303093245,0.0190969610906591,-1.14543812127599,-0.407397251841872,0.588336472308585,-0.057447498810401,0.0385288217575065,0.665243048252249,0.00668045506989228,-0.093362382981945,-1.25469585604997
"24",-0.388188579515486,-0.218481384029606,0.0133006911676087,0.24622783575238,0.00959174166818285,-0.267607852807241,-0.291040440686657,0.441067986594425,-1.9678243579182,-0.464904080012314,-0.0991741050468928,-0.197442947224546,0.473247711427423,0.233619152161961,0.111193947668993,-0.132883325239694,-2.6986087512021,-0.958753889939697,-0.26818029345571,0.121456756403748,-0.142358303116917,-0.17403552525798,-0.150175333066745,0.155305543131581,-0.539395237258651,-0.233770400163055,-0.0805736427116307,-0.119669715322218,-0.392605567814536,-0.364235291246838,-0.366710857484603,0.112978389427145,-0.594253592344573,-0.278089186485045,-0.249979980590318,-0.191005767257218,0.200896211644785,0.105128564220358,0.66271795654103,0.196974112799032,-1.16024791082306,-0.385333124808339,0.769933620640041,-0.155058462298755,0.0744868892399897,0.530318639441739,-0.0511762547789519,-0.280333797118692,-1.18082782847907
"25",-0.372992097351004,-0.201014034545186,-0.0163008754762691,0.250615320513671,-0.0562879788680738,-0.253892144178299,-0.260546225944694,0.722624844205934,-1.91735656429673,-0.394418637823772,0.0599741250136741,-0.332761851890104,0.251231173366427,0.391843953233123,0.116055572982522,-0.070226297325747,-2.5417707495481,-0.689299896971349,0.114272942051452,0.0654171999847571,-0.115318197741844,-0.191012936005196,-0.158871254861172,0.158738891359183,-0.60900963755168,-0.260111377159972,-0.0693616355434128,-0.0977424634472999,-0.398602713937539,-0.354225807512834,-0.338658701687668,0.0975007923319322,-0.547737107469066,-0.280705262987408,-0.225382791314511,-0.15298509782597,0.192438107893174,0.0487234252149108,0.791180470744339,0.145971024496035,-1.14626566076959,-0.544266945146103,1.09781942329178,-0.104068376022895,0.0491288725040529,0.55336425080261,0.00136980128254208,-0.199112676319156,-1.09192019731725
"26",-0.324449437135783,-0.180988757550962,-0.00349405262125287,0.329168553272309,-0.0170077033908751,-0.241998063155857,-0.246779889673158,0.526864440614894,-2.03113399307503,-0.390749266908997,-0.0809376876232584,-0.147691824291041,0.152631682505385,0.385529676166216,0.00578218872021153,-0.16225224087148,-2.55860972472084,-0.868926393395869,-0.199780632934419,-0.039988279072363,-0.232231682139893,-0.190062542800516,-0.146746065592571,0.127389449441762,-0.580411588621987,-0.23877036928705,-0.086897743884107,-0.102284176339669,-0.408074431202157,-0.373382490183241,-0.362500967984799,0.0951108337335225,-0.573043361552655,-0.298934073003942,-0.223737600818677,-0.225518763056253,0.26233818394046,-0.0436932520416042,0.590917385548193,0.0451577448295001,-0.990292870196092,-0.435067108727783,0.890186865540406,0.0100478137561159,0.0691089319519068,0.74861492970063,0.0250917153085519,-0.26591663635915,-1.19816837764333
"27",-0.353989505111285,-0.186258846854028,0.0202532168385909,0.279919540366118,-0.0563615840255634,-0.250028257793488,-0.274598576341825,0.228372623998246,-2.0100399319045,-0.362758315640177,-0.156652574879426,-0.419053183558827,0.066254127091383,0.177898619169629,0.0551778828851494,-0.130256350788347,-2.83657199813147,-0.927539331812424,-0.121234402945812,-0.147614392827196,-0.130222022289061,-0.177492451575203,-0.15371206185582,0.271173048487729,-0.571550489836201,-0.229064293247874,-0.0755348803304036,-0.10416680897783,-0.398274686746087,-0.375378035964859,-0.357040677884006,0.0999830006979536,-0.54812511982906,-0.301147645462801,-0.252913188398667,-0.187718151957479,0.223989855245461,0.0315965919422884,0.62135027307687,0.0869400288245523,-1.01702738379493,-0.359315148085154,0.973199633555235,-0.0937517174067966,0.0179075297753528,0.728619726293853,-0.000602926558349029,-0.145442611173931,-1.05118963272573
